UnitID,Name,Color,Cost,Rarity,Type,Tribe,Min_HP,Min_ATK,Min_REC,Max_HP,Max_ATK,Max_REC,MaxLvl,Skill Name,Skill Description,CSkill Name,CSkill Description,Ability 1 Name,Ability 1 Description,Ability 2 Name,Ability 2 Description,Ability 3 Name,Ability 3 Description,Ability 4 Name,Ability 4 Description,Ability 1 Unlock,Ability 2 Unlock,Ability 3 Unlock,Ability 4 Unlock
100, Thunder Million Duck , Yellow ,99,6, Enhance Mat. , Unidentified None ,100,100,100,100,100,100,1, 1 Million Downloads! , Use this as enhancing material to gain 1 million EXP or sell it for 1 million Bits! , A big thanks! , No effect ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
101, Red Cheshire , Red ,99,2, Awakening Mat. , Unidentified None ,25,8,6,25,8,6,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
102, Red Rabbit , Red ,99,3, Awakening Mat. , Unidentified None ,25,8,6,25,8,6,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
103, Red Caterpillar , Red ,99,4, Awakening Mat. , Unidentified None ,25,8,6,25,8,6,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
104, Fire Mad Hatter , Red ,99,5, Awakening Mat. , Unidentified None ,25,8,6,25,8,6,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
105, Green Cheshire , Green ,99,2, Awakening Mat. , Unidentified None ,26,8,7,26,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
106, Green Rabbit , Green ,99,3, Awakening Mat. , Unidentified None ,26,8,7,26,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
107, Green Caterpillar , Green ,99,4, Awakening Mat. , Unidentified None ,26,8,7,26,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
108, Forest Mad Hatter , Green ,99,5, Awakening Mat. , Unidentified None ,26,8,7,26,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
109, Blue Cheshire , Blue ,99,2, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
110, Blue Rabbit , Blue ,99,3, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
111, Blue Caterpillar , Blue ,99,4, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
112, Aqua Mad Hatter , Blue ,99,5, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
113, Yellow Cheshire , Yellow ,99,2, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
114, Yellow Rabbit , Yellow ,99,3, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
115, Yellow Caterpillar , Yellow ,99,4, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
116, Thunder Mad Hatter , Yellow ,99,5, Awakening Mat. , Unidentified None ,25,8,7,25,8,7,1, Awakening Material , Use this as awakening material to awaken a specific unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
117, Gold Hatchling , Yellow ,99,3, Coin Type , Unidentified None ,25,8,7,25,8,7,1, Selling Material , Get a generous amount of Bits by selling this unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
118, Gold Chick , Yellow ,99,4, Coin Type , Unidentified None ,25,8,7,25,8,7,1, Selling Material (L) , Get a high amount of Bits by selling this unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
119, Gold Duck , Yellow ,99,5, Coin Type , Unidentified None ,25,8,7,25,8,7,1, Selling Material (XL) , Get a massive amount of Bits by selling this unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120, Gold King , Yellow ,99,6, Coin Type , Unidentified None ,25,8,7,25,8,7,1, Selling Material (XXL) , Get a magnificent amount of Bits by selling this unit. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
121, Attack Fruit , Red ,99,3, Limit Break Mat. , Unidentified None ,250,204,82,250,204,82,1, Limit Leap Material (ATK) , Increase ATK when you enhance another unit with this one. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
122, Vitality Fruit , Green ,99,3, Limit Break Mat. , Unidentified None ,370,125,88,370,125,88,1, Limit Leap Material (HP) , Increase HP when you enhance another unit with this one. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
123, Healing Fruit , Blue ,99,3, Limit Break Mat. , Unidentified None ,200,115,181,200,115,181,1, Limit Leap Material (REC) , Increase REC when you enhance another unit with this one. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
124, Golden Fruit , Yellow ,99,3, Coin Type , Unidentified None ,221,137,114,221,137,114,1, Limit Leap Material (DEF) , Increase DEF when you enhance another unit with this one. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
125, Alchemy Fruit , Blue ,99,3, Skill Level Mat. , Unidentified None ,250,147,128,250,147,128,1, Skill Enhance Material , Increase Skill Lv. when you enhance another unit with this one. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
126, Bone Bruiser Yuno , Red ,7,3, Offense Type , Human Animal ,1128,967,422,2256,1934,843,40, Red Strength , Boost Red unit ATK for 3 turns. , Green Crusher , Low damage to 1 enemy. Effective against Green units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
127, Mad Sage Yuno , Red ,16,4, Offense Type , Human Animal ,1805,1547,674,3102,2659,1159,60, Fire Advocate , Greatly boost Red unit ATK for 3 turns. , Scapula Blow , Medium damage to 1 enemy. Effective against Green units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
128, Wild Child Amara , Green ,7,3, Offense Type , Human Animal ,1151,929,430,2301,1858,860,40, Green Strength , Boost Green unit ATK for 3 turns. , Yellow Crusher , Low damage to 1 enemy. Effective against Yellow units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
129, Lone Wolf Amara , Green ,16,4, Offense Type , Human Animal ,1841,1487,688,3164,2555,1183,60, Wood Advocate , Greatly boost Green unit ATK for 3 turns. , Hidden Leaf Raid , Medium damage to 1 enemy. Effective against Yellow units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
130, Werewolf Lawrence , Blue ,7,3, Offense Type , Animal None ,1200,1033,369,2400,2065,738,40, Blue Strength , Boost Blue unit ATK for 3 turns. , Red Swipe , Low damage to all enemies. Effective against Red units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
131, Full Moon Werewolf Lawrence , Blue ,16,4, Offense Type , Animal None ,1920,1652,590,3300,2839,1015,60, Water Advocate , Greatly boost Blue unit ATK for 3 turns. , Half-Beast Punch , Medium damage to all enemies. Effective against Red units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
132, Birdman Hayato , Yellow ,7,3, Offense Type , Human Animal ,1106,958,435,2211,1915,869,40, Golden Strength , Boost Yellow unit ATK for 3 turns. , Blue Swipe , Low damage to all enemies. Effective against Blue units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
133, Thunderbolt Dueler Hayato , Yellow ,16,4, Offense Type , Human Animal ,1769,1532,695,3040,2633,1195,60, Lightning Advocate , Greatly boost Yellow unit ATK for 3 turns. , Lightning Slash , Medium damage to all enemies. Effective against Blue units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
134, Flame Fatale Yugiri , Red ,7,3, Balanced Type , Human None ,1128,727,629,2256,1454,1258,40, Fire Talisman , Convert Green Panels to Red. , Raging Blast , Deal damage to all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
135, Fireflower of Kyoto Yugiri , Red ,16,4, Balanced Type , Human None ,1805,1163,1007,3102,1999,1730,60, Fire Talisman , Convert Green Panels to Red. , Hidden Blade - Pioneer , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
136, Seamstress Chihaya , Green ,7,3, Balanced Type , Human None ,1151,699,642,2301,1397,1284,40, Wooden Talisman , Convert Yellow Panels to Green. , Judgment Wind , Deal damage all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
137, Blissful Seamstress Chihaya , Green ,16,4, Balanced Type , Human None ,1841,1118,1027,3164,1921,1766,60, Wooden Talisman , Convert Yellow Panels to Green. , Blind Stitch , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
138, Cobalt Cutter Tomoe , Blue ,7,3, Balanced Type , Human None ,1128,699,655,2256,1397,1310,40, Water Talisman , Convert Red Panels to Blue. , Ice Wall , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
139, Blue-Bladed Princess Tomoe , Blue ,16,4, Balanced Type , Human None ,1805,1118,1048,3102,1921,1801,60, Water Talisman , Convert Red Panels to Blue. , Exorcism , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
140, Autumn Festival Tamamo , Yellow ,7,3, Balanced Type , Animal None ,1176,800,546,2352,1600,1091,40, Golden Talisman , Convert Blue Panels to Yellow. , High Voltage , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
141, Fox Dance Tamamo , Yellow ,16,4, Balanced Type , Animal None ,1882,1280,873,3234,2200,1500,60, Golden Talisman , Convert Blue Panels to Yellow. , Wild Foliage , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
142, Red Riding Hood , Red ,7,3, Balanced Type , Human None ,1128,727,629,2256,1454,1258,40, Wolf Hunt , Deal damage when party is hit by enemy for 5 turns. , Burning Flame , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
143, Crimson Reaper Red Riding Hood , Red ,16,4, Balanced Type , Human None ,1805,1163,1007,3102,1999,1730,60, Wolf Killer , Deal high damage when party is hit by enemy for 5 turns. , Red Headshot , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
144, Kaguya , Green ,7,3, Stamina Type , Human None ,1669,594,450,3337,1188,899,40, Servant Guard , Reduce damage taken by 50% for 1 turn. , Judgment Wind , Deal damage all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
145, Bewitching Enchantress Kaguya , Green ,16,4, Stamina Type , Human None ,2669,950,719,4588,1633,1236,60, Moon Rabbit Blessing , Reduce damage taken by 80% for 1 turn. , Bamboo Spear , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
146, Mermaid , Blue ,7,3, Stamina Type , Human None ,1636,594,459,3271,1188,917,40, Bubble Storm , Lowers all enemies' ATK by 30% for 3 turns. , Ice Edge , Deal damage to all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
147, Shimmering Sea Princess , Blue ,16,4, Stamina Type , Human None ,2617,950,733,4498,1633,1261,60, Bubble Mirage , Lowers all enemies' ATK by 50% for 3 turns. , Bubble Blizzard , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
148, Cinderella , Yellow ,7,3, Balanced Type , Human None ,1106,720,649,2211,1440,1297,40, Flash Feet , Medium Yellow damage to 1 enemy + Convert Junk Panels to Yellow. , High Voltage , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
149, Lightning Kickboxer Cinderella , Yellow ,16,4, Balanced Type , Human None ,1769,1152,1037,3040,1980,1783,60, Thunder Legs , High Yellow damage to 1 enemy + Convert Junk Panels to Yellow. , Lightning Kick , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
150, Poison Master Saki , Red ,7,3, Technical Type , Human None ,1015,524,680,2030,1047,1359,40, Toxic Smoke , Inflict Virus on enemies and nullifies enemy DEF for 5 turns. , Infection , Low damage to 1 enemy + Chance to inflict Virus ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
151, Poison Gas Executioner Saki , Red ,16,4, Technical Type , Human None ,1624,838,1087,2792,1440,1869,60, Apocalypse , Inflict Virus on enemies and nullifies enemy DEF for 5 turns for high damage. , Teargas , Medium damage to 1 enemy + Chance to inflict Virus ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
152, Kung-Fu Girl Lang-Lang , Green ,7,3, Recovery Type , Human None ,921,545,912,1841,1090,1823,40, Alchemy: Tree Ring , Recover medium HP for 3 turns. , Gale , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
153, Sacred Fist Lang-Lang , Green ,16,4, Recovery Type , Human None ,1473,872,1459,2531,1498,2507,60, Alchemy: Earth Dragon , Recover high HP for 3 turns. , Alchemy: Green Burst , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
154, Hannah the Finisher , Blue ,7,3, Recovery Type , Human None ,903,545,930,1805,1090,1860,40, Med Shot , Recover medium HP. , Infection , Low damage to 1 enemy + Chance to inflict Virus ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
155, One-Eyed Exterminator Hannah , Blue ,16,4, Recovery Type , Human None ,1444,872,1488,2482,1498,2557,60, Oversized Needle , Recover high HP. , Malpractice , Medium damage to 1 enemy + Chance to inflict Virus ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
156, Light-Footed Helena , Yellow ,7,3, Recovery Type , Human None ,885,562,921,1769,1123,1842,40, Dancing Curse , Skill Binds enemies to disable their skills for 3 turns. , Life Cycle , Medium boost to party REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
157, Lightning Dancer Helena , Yellow ,16,4, Recovery Type , Human None ,1415,898,1473,2432,1544,2532,60, Dancing Curse , Skill Binds enemies to disable their skills for 3 turns. , Lightning Rod , High boost to party REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
158, Sister Charlotte , Red ,7,3, Recovery Type , Human None ,903,567,894,1805,1134,1787,40, Soul Drain , Deal Red damage to 1 enemy + Recover low HP. , Burning Flame , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
159, Hunter of Evil Charlotte , Red ,16,4, Recovery Type , Human None ,1444,907,1429,2482,1560,2457,60, Soul Eater , High Red damage to 1 enemy + Recover low HP. , Soul Sweeper , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
160, Krie the Rebel , Green ,7,3, Balanced Type , Human None ,1151,699,642,2301,1397,1284,40, Battle Roar , Massive boost to Green unit ATK for 1 turn. , Force Ring , Medium boost to party ATK for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
161, Rabble Rouser Krie , Green ,16,4, Balanced Type , Human None ,1841,1118,1027,3164,1921,1766,60, Soaring Roar , Massive boost to Green unit ATK for 1 turn. , Riot Shout , High boost to party ATK for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
162, Berserker Kurara , Blue ,7,3, Offense Type , Human None ,1128,929,439,2256,1858,877,40, Defense Denier , Greatly lowers enemy DEF for 3 turns. , Ice Wall , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
163, Merciless Maiden Kurara , Blue ,16,4, Offense Type , Human None ,1805,1487,702,3102,2555,1207,60, Safeguard Edge , Nullifies enemy DEF for 3 turns. , Tyrannical Blade , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
164, Eve & Her Friend , Yellow ,7,3, Technical Type , Human Unidentified ,995,519,701,1990,1037,1401,40, Entertain Me ,"Inflict Sleep on enemies, immobilizing them for 1 turn.", High Voltage , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
165, Eve & Her Only Friend , Yellow ,16,4, Technical Type , Human Unidentified ,1592,829,1120,2736,1425,1926,60, Entertain Me ,"Inflict Sleep on enemies, immobilizing them for 1 turn.", My Dear Friend , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
166, Belial , Red ,9,3, Offense Type , Deity None ,1176,1017,410,2352,2034,820,40, Flaming Guillotine , High Red damage to 1 enemy. , Raging Blast , Deal damage to all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
167, Belial the Insurgent , Red ,18,4, Offense Type , Deity None ,1882,1627,656,3216,2781,1122,60, Flaming Guillotine - Fissure , Massive Red damage to 1 enemy. , Raging Blast , Deal damage to all units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
168, Reckless Mutineer Belial , Red ,28,5, Offense Type , Deity None ,2573,2225,897,4080,3529,1423,80, Flaming Guillotine - Passion , Deal massive Red damage to 1 enemy. , Burning Thrust , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
169, Ose , Green ,9,3, Offense Type , Deity None ,1200,977,419,2399,1954,837,40, Twin Target , Spawn 2 Special Crash Panels at random. , Gale , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
170, Ose the Intellectual , Green ,18,4, Offense Type , Deity None ,1919,1563,670,3280,2672,1145,60, Twin Target , Spawn 2 Special Crash Panels at random. , Gale , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
171, Interpreting Prophet Ose , Green ,28,5, Offense Type , Deity None ,2624,2138,916,4162,3390,1452,80, Twin Target , Spawn 2 Special Crash Panels at random. , Emerald Bullet , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
172, Forneus , Blue ,9,3, Offense Type , Deity None ,1176,977,427,2352,1954,854,40, Sadistic Water , Deal Blue damage to 1 enemy. , Extended Ice Age , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
173, Duchess Forneus , Blue ,18,4, Offense Type , Deity None ,1882,1563,683,3216,2672,1168,60, Fanatic Wave , Deal high Blue damage to 1 enemy. , Extended Ice Age , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
174, Deceitful Duchess Forneus , Blue ,28,5, Offense Type , Deity None ,2573,2138,934,4080,3390,1481,80, Gigantic Ocean , Deal massive Blue damage to 1 enemy. , Oxygen Crash , Massive damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
175, Baphomet , Yellow ,9,3, Offense Type , Deity None ,1153,1007,423,2305,2014,846,40, Rash Heretic , Low Yellow damage to 1 enemy (low cost). , High Voltage , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
176, Baphomet the Pagan , Yellow ,18,4, Offense Type , Deity None ,1844,1611,676,3152,2754,1156,60, Rash Heretic , Low Yellow damage to 1 enemy (low cost). , High Voltage , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
177, Black Magic Heretic Baphomet , Yellow ,28,5, Offense Type , Deity None ,2521,2203,925,3998,3494,1467,80, Dark Prayer , Low Yellow damage to 1 enemy (low cost). , Black Lightning , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
178, Cerberus , Red ,9,3, Balanced Type , Animal None ,1225,825,540,2450,1649,1080,40, Helping Hand , Boost ATK/DEF/REC of Balanced Types for 4 turns. , Flaming Explosion ,"Medium damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
179, Guard Dog Cerberus , Red ,18,4, Balanced Type , Animal None ,1960,1319,864,3350,2255,1477,60, Try Hard , Greatly boost ATK/DEF/REC of Balanced Types for 4 turns. , Flaming Explosion ,"Medium damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
180, Gatekeeper of Hell Cerberus , Red ,28,5, Balanced Type , Animal None ,2680,1804,1182,4250,2861,1874,80, Power Up , Massive boost to ATK/DEF/REC of Balanced Types for 4 turns. , Excited Gatekeeper ,"High damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
181, Behemoth , Green ,9,3, Stamina Type , Animal None ,1812,674,386,3624,1347,772,40, Unbreakable , Boost DEF of Stamina Types for 4 turns. , Aero Dagger ,"Deal 3,000 damage to 1 enemy.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
182, Fast-Liver Behemoth , Green ,18,4, Stamina Type , Animal None ,2899,1078,617,4955,1842,1055,60, Uber Unbreakable , Greatly boost DEF of Stamina Types for 4 turns. , Aero Slicer ,"Deal 4,500 damage to 1 enemy.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
183, Heavyweight Vagabond Behemoth , Green ,28,5, Stamina Type , Animal None ,3964,1473,844,6286,2337,1339,80, Perfectly Unbreakable , Massive boost to DEF of Stamina units for 4 turns. , Shocking Breakthrough ,"Deal 6,000 damage to 1 enemy.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
184, Kraken , Blue ,9,3, Recovery Type , Animal None ,980,618,799,1960,1236,1597,40, Ocean Bounty , Boost REC of Recovery Types for 4 turns. , Supreme Dilemma , High damage to 1 enemy + Recover low HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
185, Marine Princess Kraken , Blue ,18,4, Recovery Type , Animal None ,1568,989,1277,2680,1690,2183,60, Smiling Drift , Greatly boost REC of Recovery Types for 4 turns. , Supreme Dilemma , High damage to 1 enemy + Recover low HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
186, Noble Tentacle Princess Kraken , Blue ,28,5, Recovery Type , Animal None ,2144,1352,1747,3400,2144,2770,80, Soup of Life , Massive boost to REC of Recovery Types for 4 turns. , Whirlpool , High damage to 1 enemy + Recover low HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
